file_name,id,category,sub,text,difficulty,instruct
audio_782.wav,782,7D-복합전환,담담한 이별,"잘 지내, 진심이야. 나도 이제 내 갈 길 가야지.",슬프지만 의연하게 감정을 다잡는 이별 인사,"Read aloud in a bittersweet farewell — steady and composed on the surface, but with a faint crack of emotion underneath."
audio_801.wav,801,8-특수,구개음화,햇빛이 눈부셔서 볕이 잘 드는 곳에 빨래를 널었어요.,"햇빛이[핻삐치], 볕이[벼치]","Read aloud in a bright, pleasant tone as if describing a sunny day — handle the palatalization of ㄷ to ㅈ before ㅣ naturally."
audio_802.wav,802,8-특수,구개음화,미닫이문을 닫히게 하지 말고 열어 두세요.,"미닫이[미다지], 닫히[다치]",Read aloud as a gentle instruction — cleanly apply palatalization rules while keeping the tone calm and direct.
audio_803.wav,803,8-특수,자음 이모티콘,ㅋㅋ 진짜 웃기다. ㅠㅠ 근데 좀 슬프기도 하네.,"ㅋㅋ, ㅠㅠ 자음 이모티콘 처리","Read aloud in a casual, texting-style tone — vocalize the consonant emoticons as light laughter for ㅋㅋ and a whimpering sound for ㅠㅠ."
audio_804.wav,804,8-특수,의성어,"고양이가 야옹야옹 울고, 강아지는 멍멍 짖었어요.",동물 의성어 자연스러운 발화,"Read aloud in a playful, animated tone as if telling a story to a child — make the animal sounds lively and expressive."
audio_805.wav,805,8-특수,의태어,"비가 주룩주룩 내리고, 바람이 쌩쌩 불었어요.","의태어 반복, 리듬감","Read aloud in a vivid, atmospheric tone — give the onomatopoeia words a rhythmic, sensory quality that evokes the rain and wind."
audio_806.wav,806,8-특수,신조어/줄임말,이거 완전 갓생 살기 아닌가요? 진짜 갓벽해요.,"신조어(갓생, 갓벽) 처리","Read aloud in an enthusiastic, trendy tone as if chatting with friends — pronounce the slang terms confidently as established words."
audio_807.wav,807,8-특수,특수기호,"가격은 ₩15,000이고 할인율은 20% 적용돼서 ₩12,000이에요.","원화 기호(₩), 퍼센트(%) 읽기","Read aloud in a helpful, sales-assistant tone — read currency symbols as their full Korean word and percentages naturally."
audio_808.wav,808,8-특수,구개음화+의태어,해돋이를 보려고 뒤뚱뒤뚱 걸어가다가 넘어질 뻔했어요.,"해돋이[해도지], 의태어(뒤뚱뒤뚱)","Read aloud in a lighthearted, self-amused tone as if telling a clumsy morning story — palatalize correctly and give the mimetic word a wobbly rhythm."
audio_809.wav,809,8-특수,감탄사 연속,"아이고, 어머나! 세상에 이런 일이 다 있다니!","감탄사 연속(아이고, 어머나), 느낌표 강조","Read aloud with dramatic, exaggerated surprise — each exclamation should have its own distinct emotional peak."
audio_810.wav,810,8-특수,문장부호 명칭,"물음표와 느낌표, 쉼표, 마침표를 올바르게 사용하세요.","문장부호 명칭 읽기(물음표, 느낌표, 쉼표, 마침표)","Read aloud in a clear, instructional tone as if teaching punctuation — pronounce each punctuation mark name distinctly."
